"","X.2","X.1","X","Student","Gender","IPEDS.Ethnicity","Low.Income","First.Generation","Admit.Type","Evaluated.High.School.GPA","Highlander.Scholarship","Chancellor.s.Scholarship","Regents..Scholarship","Previous.School","College","Major","UCR.Entry.Action","Admitted.Honors.Cohort","Permanent.City","Permanent.State","Capstone.Project.Completion","County","Region"
"300",300,300,300,300,"F","ASIAN","N","N","Freshman",4.33,"N","N","Y","Chino Hills High School",NA,"BIOL","First Time Freshman","Other","Redlands","CA","Yes","San Bernardino","7"
"301",301,301,301,301,"M","ASIAN","N","Y","Freshman",NA,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Murrieta","CA","Yes","Riverside","7"
"302",302,302,302,302,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.08,"N","N","N","Redlands East Valley Hs",NA,"BIOL","First Time Freshman","Second Year","Redlands","CA","N","San Bernardino","7"
"303",303,303,303,303,"F","HISPANIC OR LATINO","N","Y","Freshman",4.08,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Arcadia","CA","N","Los Angeles","8"
"304",304,304,304,304,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.6,"N","N","N","Murrieta Mesa High School",NA,"BIOL","First Time Freshman","Third Year","Perris","CA","Yes","Riverside","7"
"305",305,305,305,305,"F","HISPANIC OR LATINO","Y","Y","Freshman",4,"N","N","N",NA,"HS","PSAT","First Time Freshman","Second Year","Panorama City","CA","N","Other","Other"
"306",306,306,306,306,"F","WHITE","N","Y","Freshman",4,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"307",307,307,307,307,"F","ASIAN","N","N","Freshman",4.08,"N","N","N","Mission Viejo High School",NA,"BIOL","First Time Freshman","Third Year","Mission Viejo","CA","Yes","Orange","9"
"308",308,308,308,308,"M","ASIAN","Y","N","Freshman",3.75,"Y","N","N","Redlands High School","EN","BIEN","First Time Freshman","Other","Loma Linda","CA","Yes","San Bernardino","7"
"309",309,309,309,309,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Rancho Cucamonga","CA","N","San Bernardino","7"
"310",310,310,310,310,"F","WHITE","N","N","Freshman",4.32,"N","Y","N","Ruben S Ayala High School",NA,"CMDB","First Time Freshman","Third Year","Chino Hills","CA","Yes","San Bernardino","7"
"311",311,311,311,311,"F","MULTI-RACIAL","N","Y","Freshman",3.82,"N","N","N",NA,"HS","GBST","First Time Freshman","First Year","Claremont","CA","N","Los Angeles","8"
"312",312,312,312,312,"M","MULTI-RACIAL","Y","Y","Transfer",NA,"N","N","N","Santiago Canyon College","BU","BSAD","First Time Transfer","Other","Yorba Linda","CA","Yes","Orange","9"
"313",313,313,313,313,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","ANTH","First Time Transfer","Incoming Transfer","Perris","CA","N","Riverside","7"
"314",314,314,314,314,"F","WHITE","N","N","Freshman",4.17,"N","Y","N","Murrieta Valley High School",NA,"CMDB","First Time Freshman","Third Year","Wildomar","CA","Yes","Riverside","7"
"315",315,315,315,315,"F","WHITE","N","Y","Freshman",4,"N","N","N","Canyon Springs High School",NA,"NURO","First Time Freshman","Third Year","Moreno Valley","CA","N","Riverside","7"
"316",316,316,316,316,"F","ASIAN","N","N","Freshman",4.2,"N","Y","N","Summit High School","HS","PSYC","First Time Freshman","Other","Fontana","CA","Yes","San Bernardino","7"
"317",317,317,317,317,"M","WHITE","Y","N","Freshman",NA,"N","Y","N","Rancho Cucamonga High School",NA,"BIOL","First Time Freshman","First Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"318",318,318,318,318,"M","WHITE","N","N","Freshman",3.69,"N","N","N","Rancho Cucamonga High School","HS","POSC","First Time Freshman","Other","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"319",319,319,319,319,"F","MULTI-RACIAL","Y","N","Freshman",3.66,"N","N","N","Rancho Cucamonga High School",NA,"BIOL","First Time Freshman","Second Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"320",320,320,320,320,"M","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",3.68,"Y","N","N","Fountain Valley High School",NA,"BIOL","First Time Freshman","Third Year","Fountain Valley","CA","Yes","Orange","9"
"321",321,321,321,321,"F","WHITE","N","N","Freshman",4.06,"N","N","N","Central Valley High School",NA,"ENSC","First Time Freshman","First Year","Aliquippa","Out-Of-State","Yes","Other","Other"
"322",322,322,322,322,"F","WHITE","Y","Y","Freshman",4.26,"Y","N","N","Moreno Valley High School","EN","CHEN","First Time Freshman","Second Year","Moreno Valley","CA","Yes","Riverside","7"
"323",323,323,323,323,"F","HISPANIC OR LATINO","N","Y","Freshman",3.81,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Beaumont","CA","N","Riverside","7"
"324",324,324,324,324,"F","HISPANIC OR LATINO","N","N","Freshman",4.13,"Y","N","N","Sultana High School","EN","ENEN","First Time Freshman","Second Year","Victorville","CA","N","San Bernardino","7"
"325",325,325,325,325,"M","WHITE","Y","Y","Freshman",3.95,"N","N","N","Cajon High School","HS","PSYC","First Time Freshman","Third Year","San Bernardino","CA","N","San Bernardino","7"
"326",326,326,326,326,"F","ASIAN","N","Y","Freshman",4.04,"N","N","N",NA,"EN","BIEN","First Time Freshman","First Year","Cupertino","CA","Yes","Santa Clara","3"
"327",327,327,327,327,"M","BLACK OR AFRICAN AMERICAN","Y","Y","Transfer",NA,"N","N","N",NA,NA,"BCH","First Time Transfer","Incoming Transfer","Rialto","CA","N","San Bernardino","7"
"328",328,328,328,328,"F","ASIAN","N","Y","Freshman",4.33,"N","N","Y",NA,NA,"BCH","First Time Freshman","First Year","Riverside","CA","Yes","Riverside","7"
"329",329,329,329,329,"F","ASIAN","N","Y","Freshman",3.9,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Beijing","Out-Of-State","N","Other","Other"
"330",330,330,330,330,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Victorville","CA","Yes","San Bernardino","7"
"331",331,331,331,331,"F","WHITE","N","Y","Transfer",NA,"N","N","N","Riverside City College","HS","ANTH","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"332",332,332,332,332,"F","MULTI-RACIAL","Y","N","Freshman",4,"N","N","N","West Ranch High School",NA,"BIOL","First Time Freshman","Second Year","Santa Clarita","CA","Yes","Los Angeles","8"
"333",333,333,333,333,"F","WHITE","N","Y","Freshman",4.2,"N","N","N","Granite Hills High School","HS","ANTH","First Time Freshman","Third Year","Apple Valley","CA","Yes","San Bernardino","7"
"334",334,334,334,334,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.2,"Y","N","N","Valley View High School","HS","LING","First Time Freshman","Second Year","Moreno Valley","CA","Yes","Riverside","7"
"335",335,335,335,335,"M","HISPANIC OR LATINO","N","N","Freshman",3.95,"N","N","N",NA,"EN","MCEN","First Time Freshman","First Year","Jurupa Valley","CA","N","Riverside","7"
"336",336,336,336,336,"M","HISPANIC OR LATINO","N","N","Freshman",4.1,"N","N","N",NA,"HS","BSPR","First Time Freshman","First Year","Perris","CA","N","Riverside","7"
"337",337,337,337,337,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","UC Davis","HS","CCST","First Time Transfer","Incoming Transfer","VICTORVILLE","CA","Yes","Other","Other"
"338",338,338,338,338,"F","ASIAN","N","Y","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Torrance","CA","N","Los Angeles","8"
"339",339,339,339,339,"M","MULTI-RACIAL","N","Y","Freshman",3.26,"N","N","N","Westview High School","EN","BIEN","First Time Freshman","Second Year","San Diego","CA","Yes","San Diego","10"
"340",340,340,340,340,"M","WHITE","N","Y","Freshman",NA,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Castro Valley","CA","N","Other","Other"
"341",341,341,341,341,"F","ASIAN","N","N","Freshman",4.4,"N","N","Y","Saugus High School",NA,"BIOL","First Time Freshman","Other","Santa Clarita","CA","Yes","Los Angeles","8"
"342",342,342,342,342,"M","MULTI-RACIAL","N","N","Freshman",NA,"N","N","Y",NA,"EN","MSE","First Time Freshman","Second Year","Los Gatos","CA","Yes","Santa Clara","3"
"343",343,343,343,343,"M","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,NA,"BCH","First Time Transfer","Third Year","Redlands","CA","N","San Bernardino","7"
"344",344,344,344,344,"M","Other","N","Y","Freshman",4.36,"N","N","Y",NA,NA,"BCH","First Time Freshman","First Year","Corona","CA","Yes","Riverside","7"
"345",345,345,345,345,"M","NON-RESIDENT ALIEN","N","Y","Transfer",NA,"N","N","N",NA,"HS","BSPR","First Time Transfer","Incoming Transfer","Ho Chi Minh City","Out-Of-State","N","Other","Other"
"346",346,346,346,346,"F","ASIAN","Y","Y","Freshman",3.95,"N","N","N","Temple City High School","HS","PYLW","First Time Freshman","Other","Temple City","CA","N","Los Angeles","8"
"347",347,347,347,347,"M","ASIAN","N","N","Freshman",3.76,"N","N","N","West Valley High School","HS","ANTH","First Time Freshman","Third Year","Hemet","CA","Yes","Riverside","7"
"348",348,348,348,348,"M","HISPANIC OR LATINO","N","N","Freshman",3.54,"N","N","N","Huntington Beach High School",NA,"BCH","First Time Freshman","Other","huntington beach","CA","Yes","Other","Other"
"349",349,349,349,349,"M","HISPANIC OR LATINO","N","N","Freshman",3.68,"Y","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Irvine","CA","N","Orange","9"
"350",350,350,350,350,"M","ASIAN","N","Y","Freshman",3.92,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Aptos","CA","N","Other","Other"
"351",351,351,351,351,"M","ASIAN","N","N","Freshman",3.75,"N","Y","N","Mission Viejo High School","BU","BSAD","First Time Freshman","Other","Dove Canyon","CA","N","Other","Other"
"352",352,352,352,352,"F","NON-RESIDENT ALIEN","N","Y","Freshman",3.96,"N","N","N",NA,"HS","TFDP","First Time Freshman","First Year","Shanghai","Out-Of-State","Yes","Other","Other"
"353",353,353,353,353,"F","ASIAN","N","Y","Freshman",3.95,"N","N","N",NA,"EN","ENCS","First Time Freshman","First Year","San Gabriel","CA","N","Los Angeles","8"
"354",354,354,354,354,"F","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","riverside","CA","N","Other","Other"
"355",355,355,355,355,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,"HS","BSPR","First Time Transfer","Incoming Transfer","Azusa","CA","N","Los Angeles","8"
"356",356,356,356,356,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.65,"N","N","N",NA,"HS","MCS","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"357",357,357,357,357,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.42,"N","Y","N","Jurupa Valley High School","BU","BSAD","First Time Freshman","Other","Jurupa Valley","CA","Yes","Riverside","7"
"358",358,358,358,358,"F","WHITE","N","Y","Freshman",3.91,"N","N","N",NA,NA,"MATH","First Time Freshman","First Year","La Mesa","CA","N","San Diego","10"
"359",359,359,359,359,"F","WHITE","N","Y","Other",NA,"N","N","N","Mount San Jacinto College",NA,"NURO","First Time Transfer","Other","Lake Elsinore","CA","Yes","Riverside","7"
"360",360,360,360,360,"M","MULTI-RACIAL","N","Y","Freshman",3.81,"N","N","N",NA,"EN","CEN","First Time Freshman","First Year","Walnut Creek","CA","N","Contra Costa","3"
"361",361,361,361,361,"F","ASIAN","Y","N","Freshman",3.91,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","San Jose","CA","N","Santa Clara","3"
"362",362,362,362,362,"F","WHITE","Y","N","Freshman",4.18,"N","Y","N","Centennial High School","HS","LING","First Time Freshman","Other","Bakersfield","CA","Yes","Kern","6"
"363",363,363,363,363,"F","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N","Santa Ana College","HS","ETST","First Time Transfer","Other","Orange","CA","Yes","Orange","9"
"364",364,364,364,364,"M","ASIAN","N","N","Freshman",3.77,"Y","N","N","Valencia High School","HS","POSC","First Time Freshman","Second Year","Placentia","CA","Yes","Orange","9"
"365",365,365,365,365,"F","WHITE","N","N","Transfer",NA,"N","N","N",NA,"HS","TFDP","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"366",366,366,366,366,"M","WHITE","N","N","Freshman",3.37,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","COLTON","CA","N","Other","Other"
"367",367,367,367,367,"M","MULTI-RACIAL","N","Y","Freshman",4.07,"Y","N","N",NA,"EN","BEBM","First Time Freshman","First Year","Carlsbad","CA","N","San Diego","10"
"368",368,368,368,368,"F","ASIAN","N","Y","Freshman",NA,"N","Y","N",NA,NA,"BIOL","First Time Freshman","First Year","Montebello","CA","N","Los Angeles","8"
"369",369,369,369,369,"M","ASIAN","N","N","Freshman",4.22,"Y","N","N",NA,"EN","EEBM","First Time Freshman","First Year","Jurupa Valley","CA","N","Riverside","7"
"370",370,370,370,370,"M","ASIAN","Y","N","Freshman",NA,"N","N","N",NA,"EN","ENCS","First Time Freshman","First Year","North Hollywood","CA","N","Other","Other"
"371",371,371,371,371,"F","HISPANIC OR LATINO","N","Y","Freshman",3.86,"N","N","N",NA,"HS","PRBS","First Time Freshman","Second Year","Pacoima","CA","N","Other","Other"
"372",372,372,372,372,"M","WHITE","N","Y","Freshman",4.29,"Y","N","N","Temescal Canyon High School","EN","ENEN","First Time Freshman","Second Year","Lake Elsinore","CA","N","Riverside","7"
"373",373,373,373,373,"F","ASIAN","Y","N","Freshman",4,"Y","N","N","Redlands High School",NA,"NURO","First Time Freshman","Second Year","Redlands","CA","Yes","San Bernardino","7"
"374",374,374,374,374,"F","ASIAN","Y","N","Freshman",4.1,"Y","N","N","Redlands High School",NA,"BCH","First Time Freshman","Other","Redlands","CA","Yes","San Bernardino","7"
"375",375,375,375,375,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.48,"N","N","N","West Valley High School","HS","MUS","First Time Freshman","Other","Hemet","CA","Yes","Riverside","7"
"376",376,376,376,376,"M","WHITE","N","Y","Freshman",4.04,"N","N","N","Paraclete High School","HS","POSC","First Time Freshman","Second Year","Lancaster","CA","Yes","Los Angeles","8"
"377",377,377,377,377,"M","ASIAN","N","N","Freshman",3.96,"N","Y","N","Westview High School","EN","BIEN","First Time Freshman","Other","San Diego","CA","Yes","San Diego","10"
"378",378,378,378,378,"M","ASIAN","N","Y","Freshman",4.1,"N","N","N","Etiwanda High School","EN","BIEN","First Time Freshman","Second Year","Fontana","CA","Yes","San Bernardino","7"
"379",379,379,379,379,"M","WHITE","N","Y","Freshman",3.9,"N","N","N",NA,"HS","ECAT","First Time Freshman","First Year","Palos Verdes Peninsula","CA","N","Other","Other"
"380",380,380,380,380,"M","BLACK OR AFRICAN AMERICAN","N","N","Freshman",4.11,"N","N","N","Calvary Chapel Christian Sch",NA,"BCH","First Time Freshman","Other","Moreno Valley","CA","Yes","Riverside","7"
"381",381,381,381,381,"F","ASIAN","N","N","Freshman",4.15,"Y","N","N","Rancho Cucamonga High School",NA,"BIOL","First Time Freshman","Third Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"382",382,382,382,382,"M","BLACK OR AFRICAN AMERICAN","N","N","Freshman",3.63,"N","N","N",NA,"HS","POSC","First Time Freshman","Second Year","La Habra","CA","Yes","Orange","9"
"383",383,383,383,383,"F","WHITE","N","N","Freshman",3.7,"N","N","N","Redlands High School","HS","HIST","First Time Freshman","Third Year","Loma Linda","CA","Yes","San Bernardino","7"
"384",384,384,384,384,"M","MULTI-RACIAL","N","N","Freshman",3.52,"N","N","N","Milpitas High School",NA,"BCH","First Time Freshman","Second Year","Milpitas","CA","N","Santa Clara","3"
"385",385,385,385,385,"F","WHITE","N","Y","Freshman",4,"N","N","N",NA,NA,"CMDB","First Time Freshman","First Year","Maricopa","Out-Of-State","N","Kern","6"
"386",386,386,386,386,"F","HISPANIC OR LATINO","N","Y","Freshman",3.8,"N","N","N","West High School","HS","MUS","First Time Freshman","Second Year","Torrance","CA","Yes","Los Angeles","8"
"387",387,387,387,387,"F","HISPANIC OR LATINO","Y","N","Freshman",3.83,"N","N","N","Canyon Springs High School","HS","POSC","First Time Freshman","Second Year","Moreno Valley","CA","N","Riverside","7"
"388",388,388,388,388,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.82,"N","N","N","South Hills High School","HS","PSYC","First Time Freshman","Second Year","Covina","CA","N","Los Angeles","8"
"389",389,389,389,389,"F","WHITE","N","N","Freshman",3.25,"N","N","N","Vistamar School","HS","SOC","First Time Freshman","Third Year","Los Angeles","CA","Yes","Los Angeles","8"
"390",390,390,390,390,"M","HISPANIC OR LATINO","N","Y","Freshman",3.82,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"391",391,391,391,391,"F","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",3.86,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Riverside","CA","Yes","Riverside","7"
"392",392,392,392,392,"F","ASIAN","N","N","Freshman",3.85,"Y","N","N","Etiwanda High School","BU","BSAD","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"393",393,393,393,393,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Downey","CA","N","Los Angeles","8"
"394",394,394,394,394,"M","WHITE","Y","N","Transfer",NA,"N","N","N","College Of The Desert","HS","SOC","First Time Transfer","Other","Rancho Mirage","CA","Yes","Riverside","7"
"395",395,395,395,395,"F","WHITE","N","N","Freshman",3.87,"Y","N","N","Torrey Pines High School",NA,"BIOL","First Time Freshman","Second Year","La Jolla","CA","N","Other","Other"
"396",396,396,396,396,"M","MULTI-RACIAL","Y","N","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Fontana","CA","N","San Bernardino","7"
"397",397,397,397,397,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.92,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Hacienda Heights","CA","Yes","Other","Other"
"398",398,398,398,398,"M","HISPANIC OR LATINO","N","N","Freshman",NA,"N","N","N","Glen A Wilson High School","HS","PSLW","First Time Freshman","First Year","Hacienda Heights","CA","Yes","Other","Other"
"399",399,399,399,399,"M","ASIAN","N","N","Freshman",4.07,"N","Y","N","Capistrano Valley High School",NA,"CMDB","First Time Freshman","Second Year","Mission Viejo","CA","Yes","Orange","9"
"400",400,400,400,400,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Chino","CA","Yes","San Bernardino","7"
"401",401,401,401,401,"M","ASIAN","N","N","Freshman",4.3,"N","N","Y","Murrieta Valley High School",NA,"BIOL","First Time Freshman","Second Year","Eastvale","CA","Yes","Riverside","7"
"402",402,402,402,402,"F","NON-RESIDENT ALIEN","N","Y","Freshman",3.88,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Noida","Out-Of-State","N","Other","Other"
"403",403,403,403,403,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Los Angeles Pierce College","HS","PSYC","First Time Transfer","Other","Woodland Hills","CA","Yes","Other","Other"
"404",404,404,404,404,"M","WHITE","Y","Y","Freshman",4.36,"N","Y","N","Canyon Springs High School",NA,"BCH","First Time Freshman","Other","Moreno Valley","CA","Yes","Riverside","7"
"405",405,405,405,405,"F","ASIAN","N","Y","Freshman",3.84,"Y","N","N","Murrieta Valley High School",NA,"BIOL","First Time Freshman","Second Year","Eastvale","CA","N","Riverside","7"
"406",406,406,406,406,"F","ASIAN","N","N","Freshman",4.09,"N","Y","N","Redlands High School",NA,"BCH","First Time Freshman","Second Year","Colton","CA","N","San Bernardino","7"
"407",407,407,407,407,"F","ASIAN","Y","Y","Freshman",4.27,"N","Y","N","Silverado High School",NA,"BIOL","First Time Freshman","Other","Apple Valley","CA","N","San Bernardino","7"
"408",408,408,408,408,"M","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N",NA,NA,"BCH","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"409",409,409,409,409,"F","WHITE","Y","N","Freshman",4.25,"N","Y","N","Los Osos High School","HS","LLLN","First Time Freshman","Third Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"410",410,410,410,410,"F","ASIAN","Y","Y","Freshman",3.72,"N","N","N","Cerritos High School",NA,"MCBL","First Time Freshman","Third Year","Cerritos","CA","Yes","Los Angeles","8"
"411",411,411,411,411,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","PSIA","First Time Transfer","Incoming Transfer","San Bernardino","CA","N","San Bernardino","7"
"412",412,412,412,412,"F","ASIAN","N","N","Transfer",NA,"N","N","N","City College San Francisco","BU","BSAD","First Time Transfer","Other","San Francisco","CA","N","San Francisco","3"
"413",413,413,413,413,"F","WHITE","N","N","Transfer",NA,"N","N","N","Pasadena City College","HS","MEIS","First Time Transfer","Other","Pasadena","CA","Yes","Los Angeles","8"
"414",414,414,414,414,"M","WHITE","Y","N","Freshman",3.86,"N","N","N","John F Kennedy Middle Colg Hs",NA,"BIOL","First Time Freshman","Second Year","Corona","CA","N","Riverside","7"
"415",415,415,415,415,"F","WHITE","N","Y","Freshman",4.09,"Y","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Irvine","CA","Yes","Orange","9"
"416",416,416,416,416,"M","NON-RESIDENT ALIEN","Y","N","Freshman",4,"Y","N","N",NA,"EN","BIEN","First Time Freshman","Second Year","Dhaka","Out-Of-State","N","Other","Other"
"417",417,417,417,417,"F","ASIAN","N","Y","Freshman",3.81,"N","N","N",NA,"EN","BIEN","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"418",418,418,418,418,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.41,"N","N","N","San Gabriel High School","HS","PRBS","First Time Freshman","Second Year","San Gabriel","CA","Yes","Los Angeles","8"
"419",419,419,419,419,"M","ASIAN","Y","N","Freshman",4.04,"Y","N","N","Irvine High School",NA,"BCH","First Time Freshman","Third Year","Irvine","CA","N","Orange","9"
"420",420,420,420,420,"F","ASIAN","N","Y","Freshman",3.73,"N","N","N","Arcadia High School","HS","TFDP","First Time Freshman","Other","Arcadia","CA","Yes","Los Angeles","8"
"421",421,421,421,421,"F","ASIAN","N","N","Freshman",4.15,"N","Y","N","Redlands High School",NA,"BIOL","First Time Freshman","Other","Redlands","CA","Yes","San Bernardino","7"
"422",422,422,422,422,"F","ASIAN","N","Y","Freshman",3.8,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Buena Park","CA","Yes","Orange","9"
"423",423,423,423,423,"F","ASIAN","N","N","Freshman",4.15,"Y","N","N","West Ranch High School","HS","PSYC","First Time Freshman","Third Year","burbank","CA","Yes","Other","Other"
"424",424,424,424,424,"F","ASIAN","Y","N","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Santa Clarita","CA","N","Los Angeles","8"
"425",425,425,425,425,"F","ASIAN","Y","N","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Atwater","CA","N","Merced","4"
"426",426,426,426,426,"F","ASIAN","Y","N","Freshman",3.75,"N","N","N","Cleveland High School","BU","BSAD","First Time Freshman","Third Year","Northridge","CA","N","Other","Other"
"427",427,427,427,427,"M","WHITE","N","N","Transfer",NA,"N","N","N",NA,"HS","PHIL","First Time Transfer","Incoming Transfer","San Bernardino","CA","N","San Bernardino","7"
"428",428,428,428,428,"M","MULTI-RACIAL","N","N","Freshman",3.95,"N","N","N","Lutheran High Schl Orange Cnty",NA,"BIOL","First Time Freshman","Third Year","Tustin","CA","N","Orange","9"
"429",429,429,429,429,"M","MULTI-RACIAL","N","N","Freshman",3.84,"N","N","N","Aragon High School","EN","BIEN","First Time Freshman","Third Year","Foster City","CA","Yes","San Mateo","3"
"430",430,430,430,430,"M","WHITE","N","N","Freshman",4.33,"N","Y","N","Ruben S Ayala High School",NA,"BCH","First Time Freshman","Other","Chino Hills","CA","Yes","San Bernardino","7"
"431",431,431,431,431,"F","WHITE","N","N","Freshman",4.36,"N","N","N","High Tech High-North County","HS","CRWT","First Time Freshman","Third Year","Vista","CA","Yes","San Diego","10"
"432",432,432,432,432,"F","ASIAN","N","N","Freshman",4.09,"N","N","N",NA,"HS","LING","First Time Freshman","First Year","Temecula","CA","N","Riverside","7"
"433",433,433,433,433,"F","HISPANIC OR LATINO","N","N","Freshman",3.59,"N","N","N","Foothill High School","HS","PRBS","First Time Freshman","Second Year","North Tustin","CA","Yes","Other","Other"
"434",434,434,434,434,"M","WHITE","N","N","Freshman",3.84,"N","N","N","Sir Francis Drake High School","EN","MCEN","First Time Freshman","Second Year","San Geronimo","CA","Yes","Other","Other"
"435",435,435,435,435,"F","WHITE","N","N","Freshman",3.79,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Northridge","CA","Yes","Other","Other"
"436",436,436,436,436,"F","ASIAN","N","Y","Freshman",4.27,"N","Y","N",NA,"EN","BIEN","First Time Freshman","First Year","San Bernardino","CA","N","San Bernardino","7"
"437",437,437,437,437,"M","ASIAN","Y","N","Freshman",3.85,"N","N","N","Canyon High School",NA,"BIOL","First Time Freshman","Second Year","Anaheim","CA","N","Orange","9"
"438",438,438,438,438,"F","WHITE","Y","N","Transfer",NA,"N","N","N",NA,NA,"CMDB","First Time Transfer","Incoming Transfer","Upland","CA","Yes","San Bernardino","7"
"439",439,439,439,439,"M","WHITE","N","Y","Freshman",4.04,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Temecula","CA","N","Riverside","7"
"440",440,440,440,440,"F","HISPANIC OR LATINO","Y","Y","Freshman",4,"N","N","N","John W North High School","HS","CRWT","First Time Freshman","Other","Moreno Valley","CA","N","Riverside","7"
"441",441,441,441,441,"F","ASIAN","Y","N","Freshman",3.79,"Y","N","N","Yorba Linda High School",NA,"BCH","First Time Freshman","Third Year","Yorba Linda","CA","Yes","Orange","9"
"442",442,442,442,442,"M","WHITE","N","N","Freshman",3.31,"N","N","N","Poway High School","BU","BSAD","First Time Freshman","Other","Riverside","CA","Yes","Riverside","7"
"443",443,443,443,443,"M","ASIAN","N","N","Freshman",4.04,"N","Y","N","Palos Verdes Peninsula Hs","EN","MCEN","First Time Freshman","Other","Rancho Palos Verdes","CA","Yes","Los Angeles","8"
"444",444,444,444,444,"F","ASIAN","N","N","Freshman",4.27,"N","N","Y","Notre Dame High School",NA,"BIOL","First Time Freshman","Other","Streamwood","Out-Of-State","Yes","Other","Other"
"445",445,445,445,445,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.84,"N","N","N",NA,"HS","POSC","First Time Freshman","First Year","San Jacinto","CA","N","Riverside","7"
"446",446,446,446,446,"F","ASIAN","N","N","Freshman",NA,"N","N","N","Crescenta Valley High School","HS","PSYC","First Time Freshman","Third Year","IRVINE","CA","Yes","Other","Other"
"447",447,447,447,447,"M","WHITE","N","N","Freshman",3.84,"Y","N","N","Los Angeles Cnty Hs For Arts","HS","PSYC","First Time Freshman","Other","West Hollywood","CA","Yes","Los Angeles","8"
"448",448,448,448,448,"F","ASIAN","N","N","Freshman",4.07,"N","N","N","William S Hart High School",NA,"BCH","First Time Freshman","Second Year","Newhall","CA","N","Other","Other"
"449",449,449,449,449,"F","NON-RESIDENT ALIEN","Y","N","Transfer",NA,"N","N","N",NA,"HS","TFDP","First Time Transfer","Incoming Transfer",NA,"Out-Of-State","N","Other","Other"
